speaker_id,filename,system_id,class_name,filepath,target
LA_0079,LA_T_1138215,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1138215.flac,0
LA_0079,LA_T_1271820,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1271820.flac,0
LA_0079,LA_T_1272637,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1272637.flac,0
LA_0079,LA_T_1276960,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1276960.flac,0
LA_0079,LA_T_1341447,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1341447.flac,0
LA_0079,LA_T_1363611,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1363611.flac,0
LA_0079,LA_T_1596451,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1596451.flac,0
LA_0079,LA_T_1608170,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1608170.flac,0
LA_0079,LA_T_1684951,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1684951.flac,0
LA_0079,LA_T_1699801,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1699801.flac,0
LA_0079,LA_T_1703395,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1703395.flac,0
LA_0079,LA_T_1736342,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1736342.flac,0
LA_0079,LA_T_1779188,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1779188.flac,0
LA_0079,LA_T_1786825,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1786825.flac,0
LA_0079,LA_T_1787246,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1787246.flac,0
LA_0079,LA_T_1905558,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1905558.flac,0
LA_0079,LA_T_2205687,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2205687.flac,0
LA_0079,LA_T_2220901,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2220901.flac,0
LA_0079,LA_T_2361751,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2361751.flac,0
LA_0079,LA_T_2373806,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2373806.flac,0
LA_0079,LA_T_2417641,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2417641.flac,0
LA_0079,LA_T_2520083,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2520083.flac,0
LA_0079,LA_T_2562689,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2562689.flac,0
LA_0079,LA_T_2564579,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2564579.flac,0
LA_0079,LA_T_2732709,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2732709.flac,0
LA_0079,LA_T_2759900,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2759900.flac,0
LA_0079,LA_T_2838981,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2838981.flac,0
LA_0079,LA_T_2873890,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2873890.flac,0
LA_0079,LA_T_2938316,-,bonafide,asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2938316.flac,0
